Ri05_06_001|士道！　戻ってこれたの
608_34_21_010_05|おおー！
608_34_21_020_05|できたぞ、おにーちゃん！
608_34_21_021_05|ふっふーん。二人の話を聞いて　四糸乃と一緒にくじを作ってたのだ。　これでどういうペアで座るかを決められるぞ
608_34_21_027_05|あははー、みんな頑張るのだー
608_34_21_028_05|ぎ、ぎくう。　か、隠してなんていないぞ、おにーちゃん……
608_34_21_029_05|こ、これはそのー……ほら、　もしもくじをなくしたときのために……
608_34_21_031_05|んー、そうだよね。ごめんなさい
608_34_21_037_05|ま、まぁこれなら仕方ないわよね……
608_34_21_046_05|う、うぅ……
608_34_21_055_05|いやぁぁぁぁぁぁぁぁ！！
608_34_21_061_05|まだジェットコースターの醍醐味は終わってないぞ？
608_34_21_063_05|あれだよ、あれあれ
609_12_21_001_05|ちょっと士道。　朝ご飯まだなの？
609_12_21_027_05|おにーちゃーん、　たまには私とお出かけもいいんじゃない？
609_12_21_028_05|冗談よ。　あのねみんな、そうやって自分を主張する前に　大切なことがあるでしょう
609_12_21_032_05|あのねえ、あなたたち――
609_12_21_046_05|ええ……頑張りなさい、士道
609_15_21_008_05|士道！　それに鞠亜も！
609_15_21_009_05|大丈夫、認識してるわ。　――令音、〈フラクシナス〉の管理権限の状況は　変わってないのよね？
609_15_21_011_05|それじゃあ目的地まで急ぐしかないわね。　そこまで辿り着ければ……なんとかなるわ
609_15_21_021_05|それ、詳しく話して。　現状、敵のデータはあまりに少ないわ
609_15_21_024_05|なるほどね……ゲーム的に考えればいいわけか。　さすが、ギャルゲーの中ね
609_15_21_029_05|よし、じゃあ行くわよ。　令音、他のみんなはどう？
609_15_21_031_05|上出来よ。あとは目的を果たせばいいのね。　令音、〈フラクシナス〉は頼むわよ
609_15_21_051_05|そうね。　それに、さっきも言ったように、　この世界は今、ほとんどが人工精霊に掌握されている
609_15_21_052_05|こっちに、これだけ精霊がいても、　勝てるかどうかはわからない。　みんなの力が必要ね
609_15_21_053_05|だからまあ……使えるものは全部使う。　鞠亜……あなたが私たちの最後の希望よ
609_15_21_058_05|みんな準備はいい？　出発するわよ
609_15_21_060_05|そんなわけないでしょう。　戦力は全投入に決まってるじゃない。　狂三なら、呼ばなくても神出鬼没じゃない
609_15_21_064_05|不幸中の幸いってところね。　ま、ようするに地道にやるしかないってことよ
609_15_21_070_05|よし、行くわよ！　相手は何をしてくるかわからないから、油断しないで！　さぁ――私たちの[戦争*デート]をはじめましょう！
609_16_21_034_05|そういうこと。残念だったわね、鞠奈！
609_16_21_036_05|むきになってるのがその証拠じゃない……。　それじゃ士道、鞠亜を連れて先に行きなさい
609_16_21_037_05|そ。『ここは俺に任せて先に行け』ってやつね
609_16_21_040_05|さっさと行きなさいよ、この愚図。　この世界で私たちが霊装や天使を顕現していても、　あなたに影響はない。この意味がわかる？
609_16_21_041_05|ええ、そういうこと。　だから、鞠亜を守ってやって
609_18_21_001_05|……四糸乃、大丈夫？
609_18_21_004_05|防戦一方、か。　相手の攻撃自体は、四糸乃の〈[氷結傀儡*ザドキエル]〉が、　壁を造って防げるけど……
609_18_21_007_05|おまけに数が多い……か
609_18_21_009_05|なんですって！　この――〈[灼爛殲鬼*カマエル]〉！
609_18_21_012_05|……どうやら　あいつの言う通りみたいね
609_18_21_014_05|……私に、考えがあるわ
609_18_21_016_05|いいから、聞きなさい――　四糸乃は、壁を造るのをやめて、　氷を範囲に展開して、あいつらの足を止めて
609_18_21_017_05|そしたら、私が炎の砲撃で仕留める。　発動に、少し時間がかかるだろうけど……　これしかないわ
609_18_21_020_05|これしか方法はないわ。　時間がない、始めるわよ！
609_18_21_022_05|〈[灼爛殲鬼*カマエル]〉――【[砲*メギド]】！
609_18_21_026_05|……ちょろちょろしないで、じっとしてなさい
609_18_21_032_05|大丈夫。言ったでしょ、気にしないでって
609_18_21_034_05|言っとくけど、痛いんだからね。　――四糸乃！　あいつらを、思いっきり凍らせて！
609_18_21_038_05|そのまま、灰になりなさい！
609_18_21_041_05|〈[灼爛殲鬼*カマエル]〉ッ！
609_21_21_054_05|ええ、明らかに力が増してる。　これは、ふんばらないといけないわね……
609_21_21_056_05|泣き言は聞きたくないわ。　――私たちは、士道を信じるだけよ
609_21_21_058_05|そうね。　……頑張ってよ、おにーちゃん
609_21_21_150_05|あら、ベストタイミングみたいね
609_21_21_151_05|当たり前でしょ。それよりも、　そっちは？　とりあえず、主砲はどうにかなったみたいだけど
609_21_21_152_05|余計一大事になってるじゃない……！　それにはあれをどうにかしろってことね
609_21_21_154_05|鞠亜が行ったって……どうして？
609_21_21_161_05|……確かに鞠亜の言う通りかもしれないわね
609_21_21_162_05|あの黒い塊……肥大化した霊装を　突破しないと、私たちは人工精霊には近づけない
609_21_21_163_05|鞠亜は霊装に触れれば、干渉が可能。　だからこその最適解ってことでしょう
609_21_21_164_05|私だって――鞠亜に消えて欲しいわけじゃないわ！　でも、時間がないのよ！　いつまでも悠長に悩んでなんていられない……！
609_21_21_172_05|あーもー！　私だって助けたいって言ったでしょうが！　こうなったら、総力戦よ！
609_21_21_173_05|美九！　タイミングの調整をお願い！　耶倶矢と夕弦が初撃を合わせて、そこにみんなで揃える！　――士道、霊装が復元する前に、全力で突っ込みなさい！！
609_21_21_174_05|さっさと始めるわ、いくわよ！　３、２、１――美九！
609_21_21_181_05|士道、後は任せるわ！　〈[灼爛殲鬼*カマエル]〉――【[砲*メギド]】！！
609_24_21_008_05|胸を張りなさい、士道。　あなたは多くの人の命を救ったの。　それは確かなことなのよ
609_24_21_009_05|だから、泣きそうな顔をするんじゃないの。　立派に立ちなさい
609_24_21_010_05|わかればいいのよ……わかればね
609_24_21_013_05|……腑抜けてる場合じゃないわ。今回の件で、　〈フラクシナス〉はあっちこっちガタガタなんだから。　人手が足りないの。手伝ってもらうわよ
609_24_21_014_05|別に、コンピューターいじれってんじゃないわ。　今回は、ＡＩシステムを丸々再インストールするんだけど、　みんなそっちにかかりっきりなの
609_24_21_016_05|ま、ようするに雑用、ってことね。　力仕事。頭が使えない分、体動かしなさい！
609_24_21_018_05|あら、十香も手伝ってくれるの？　じゃあ、士道をしっかり見張っておいてね
901_00_00_001_05|どうしたの？　おにーちゃん。　急に溜息なんかついたりして
901_00_00_002_05|おにーちゃんの悩みは幸せそーだねー
901_00_00_003_05|おにーちゃんはおにーちゃんなのだー
901_00_00_004_05|うー、わかったー。　でも、調子悪かったらちゃんと休むんだぞー？
901_00_00_005_05|へっへっへ、私はおにーちゃんの頼れる妹だからねー
901_00_00_006_05|ふっふっふー。任せるのだー
901_00_00_007_05|はーい！
901_00_00_008_05|ごちそうさまー
901_00_00_009_05|……？　おにーちゃん、ごちそうさまー
901_00_00_010_05|…………
901_00_00_011_05|それはこっちの台詞。なにが『大したことじゃないからー』よ。　思いっきり考え込んでるじゃない
901_00_00_012_05|……で、なにがあったの？　悩んでることがあるなら、言ってみなさいよ
901_00_00_013_05|前置きはいいからさっさと言いなさいってば
901_00_00_014_05|そりゃあるでしょ。お母さんとか、私とか。　十香たちが手伝ってくれたことだってあるし。　……この前のことを言うなら、鞠亜だって
901_00_00_015_05|は？　誰かはわからないって……なにおかしなこと言ってるのよ
901_00_00_016_05|別に言わないとは言ってないじゃない。　にしても……なにそれ。ホラー系の話？
901_00_00_017_05|ふうん……そもそもそれ、いつの話？
901_00_00_018_05|はあ？　なに言ってるのよ。十香たちが来る前ならともかく、　そんな最近のことなら、私やみんなが覚えてないわけないでしょ。　まさに夏の夜の夢ってやつじゃない？
901_00_00_019_05|……気になるなら、カウンセリングの用意くらいするけど？
901_00_00_020_05|……そ。まあ、士道がそう言うならいいけど。　――それじゃ、夢の話はここまで。　うだうだしてると遅刻するわよ
901_01_01_003_05|起きろー！　おにーちゃんよ、目覚めるのだー！
901_01_01_004_05|あはは！　バクゥだってー。四足歩行だー！
901_01_01_005_05|あっはっはー。すまんな、おにーちゃん
901_01_01_006_05|おにーちゃんが早く起きないからだぞ？　ほら、朝ご飯朝ご飯！
901_01_01_007_05|んー？　準備なんていらないよー？　だって準備できてるし
901_01_01_008_05|うん、とっくに準備完了だよ！　ほらおにーちゃん、四十秒で支度するんだ！
