Ri01_06_001|心配したぞシドー！　大事はなかったか？
609_17_21_056_01|これで終わりだ！　〈[鏖殺公*サンダルフォン]〉――【[最後の剣*ハルヴァンヘレヴ]】！　喰らえええええええええ――――ッ！！
609_21_21_050_01|……なんだ？　こいつら、急に強くなったぞ……！
609_21_21_052_01|くっ……シドー、頼む。　長くは持たないぞ……！
609_21_21_165_01|ふむ――あれを壊せばいいのだな？
609_21_21_182_01|シドー、信じているぞ！　〈[鏖殺公*サンダルフォン]〉――【[最後の剣*ハルヴァンヘレヴ]】！！
609_21_21_183_01|よし……これならば！　今だ、走れシドー！！　おまえが行かねばならぬのだろう！
609_24_21_001_01|シドー！　目が覚めたか！　安心したぞ！
609_24_21_007_01|シドー……
609_24_21_012_01|シドー……。　あ、あのな、私は……その、　シドーは、偉いと……思うぞ
609_24_21_017_01|私も力仕事は得意だ！　シドー、一緒にその仕事をやろう！
609_24_21_019_01|うむ！
609_24_21_026_01|シドー！　仕事に行こう！　お手伝いが終わったら、オヤツをくれると、　令音が言っていたぞ。楽しみだな！
609_24_21_027_01|急ぐのだ、シドー！
609_24_21_028_01|これを、あっちに運べばいいのだな？
609_24_21_030_01|問題ない。任せろ！
708_03_26_003_01|なに、それは本当か！　どんな店なのだ？
708_03_26_005_01|おお、それはいいな！　私も行くぞ！
901_00_00_021_01|どうしたのだシドー？　なにやら浮かない顔をしているが……
901_00_00_023_01|なに！？　ふざけたことを言うな、鳶一折紙！
901_00_00_024_01|夢？　どんな夢を見たのだ？
901_00_00_025_01|日常の夢？　ということは、私とシドーが一緒にいる夢か！　うむ、それはきっと楽しいな！
901_02_01_017_01|おおっ、凜祢ではないか！　久しぶりだな、心配したぞ！
901_02_01_020_01|うむ！　息災であったぞ！
901_02_01_024_01|そうだな、それがいい！　任せたぞ、琴里！
901_02_01_031_01|む……士道、凜祢。内緒話か？
901_02_01_033_01|なるほど！　凜祢の料理は絶品だからな！　今から楽しみになってきたぞ！
901_02_01_042_01|そうだ！　凜祢の帰還を皆で祝おうではないか！
901_02_01_046_01|おー、鉄板焼きか！　それはいい考えだな！　肉に魚に野菜に……何を焼いてもいいのだろう？　なんだかわくわくしてきたぞ！
901_02_01_056_01|う、うむ！　わかったぞ！
901_02_02_012_01|うぬぬ、鳶一折紙……それは本当なのか？
901_02_02_014_01|だ、だが凜祢も私の大事な友の一人だ！　それを陥れるなど……！
901_02_02_016_01|……ぬ？　価値を貶める？
901_02_02_018_01|なんだと！　うぬぬぬぬ……騙したな！
901_02_02_020_01|貴様……ッ！　許さんぞ、鳶一折紙！
901_02_02_032_01|む、むう……すまぬ凜祢……私もすぐに戻るぞ
901_02_02_036_01|なるほど……こうすれば士道に褒められるのか
901_03_01_001_01|おお、シドー！　やはりまだ残っていたか！
901_03_01_002_01|うむ！　シドーと一緒に帰りたかったのだ！
901_03_01_003_01|む？　今日の鉄板パーティの材料か？　それなら凜祢が……
901_03_01_004_01|なるほど！　もちろんいいぞ！　私も小腹が空いてきたところだ！
901_03_01_009_01|ご当地グルメフェス？　グルメというからには、美味しいものが食べられるのか？
901_03_01_011_01|おお！　それはいいな！
901_03_01_013_01|どんな屋台があるのだろうな……楽しみだ！
901_03_01_014_01|大丈夫だ。少しつまむ程度にしておくからな
901_03_01_016_01|おお……シドー、あちらからもこちらからも、　美味そうな匂いが漂ってくるな！
901_03_01_017_01|では、早速そこの店を見てみよう。待ちきれんぞ！
901_03_01_020_01|ゆず？　ああ、この前鍋を食べた時につけたタレか。　あれは飲むにはしょっぱすぎるのではないか？
901_03_01_024_01|うむ、これはなかなか良い口当たりだ！　甘味と酸味の加減が絶妙だぞ！
901_03_01_025_01|うむ。なんだか元気になるな
901_03_01_028_01|なるほど……ようするに、ゆずはみかんの仲間ということか？
901_03_01_031_01|おお！　なんだあのおでんは！　いつものやつとはまるで別物だぞ！
901_03_01_033_01|これはうまいな。この粉はなんだ？
901_03_01_034_01|うむ！　お、そうだ！　シドーも食べてみるといい。　ほら、あつあつのうちに食べないともったいないぞ
901_03_01_035_01|早くしろ、シドー。冷めてしまっては台無しだぞ？
901_03_01_036_01|ほら！　あーん、するのだ！　あーん！
901_03_01_037_01|どうだ？　うまいか？
901_03_01_038_01|それなら良かった。一緒にうまいものを食べるのは楽しいな！
901_03_01_045_01|私もそれが一番美味しいと思ったぞ！　この黒いの、一体なんなのだろうな……
901_03_01_047_01|なるほど、これははんぺんなのか！　私も食べたことがある食感だと思ったのだが、わからなかったぞ
901_03_01_050_01|おやつ？　今のは菓子ではなく、おでんではないのか？
901_03_01_052_01|おでんなのにおやつとは面白いな。　しかし珍しいおやつだというのにみんながいないのは、　少し残念だ……
901_03_01_053_01|それはいいな！
901_03_01_055_01|むう……残念だが、仕方ないな。　でも、みんなでおでんは楽しみだ！
901_03_01_062_01|私はまだまだ平気だぞ、シドー？
901_03_01_063_01|おお、これはなかなか刺激的でうまいぞシドー！
901_03_01_065_01|待てシドー。あのあたりから不思議な匂いがするぞ？
901_03_01_066_01|イタリアン……焼きそば？　一体どんなものなのだ？
901_03_01_068_01|よし、次はあの店だ！　行くぞ、シドー、夕弦！
901_04_01_020_01|シドー、こんなにいっぱい食べ物があって、　たくさん人がいるなんて凄いな！
901_04_01_021_01|うむ、わかっているぞ！　おいしいものがいっぱい食べられそうだな！
901_04_01_026_01|ん？　凜祢は何を言っているのだ？　私たちは既に友と言える関係ではないか
901_04_01_028_01|うむ、よろしくな！
901_04_01_049_01|よし、次はこの肉を焼くぞ！
901_04_01_052_01|ぶ、豚だと！？　そんなはずが……　いや、ちょっと待つのだ鳶一折紙！　これは牛肉……豚にはならないだろう？
901_04_01_075_01|もちろんだ！　そうすれば私も美味いものを作れるようになるし、　士道に作ってやることもできるだろう？
901_04_01_080_01|なんだと！　貴様はいつも好き放題いいおってぇ！
902_01_02_001_01|起きろ、シドー！　[朝餉*あさげ]の時間だぞ！
902_01_02_002_01|早くシドーも降りてくるのだ！　私はもう待ちきれなくなってきたぞ！
902_01_02_008_01|私も本当に驚いたぞ！　朝からフルコースとは夢のようだ！
902_01_02_021_01|うむ！　いただきますなのだ！
902_01_02_023_01|好きなだけ食べられるというのはいいな！　おかわりがし放題だ！
902_01_02_025_01|む？　ちゃんと噛んでいるぞ？
902_01_02_046_01|士道、どうした？　あまり食が進んでいないように見えるが？
902_01_02_058_01|しかし、本当にすごかった。　凜祢の料理も、鞠亜の料理も絶品だったのだ。　箸がずっと止まらなかったぞ
902_01_02_061_01|な、なんだと鳶一折紙！　シドーはそんなことは一言も言ってなかったぞ！
902_01_02_063_01|おう、そうか！　そうだな！　ふふん、どうだ鳶一折紙
902_01_02_074_01|よし、それでは次はほっとけーきだな！　楽しみだ！
902_02_01_003_01|やはりシドーか！　もしやとは思ったが、知らん顔を連れているから、　声をかけようか悩んでいたのだ
902_02_01_004_01|うむ、偶然だな。　ところでシドー、その[娘*むすめ]はいったい……？
902_02_01_009_01|凜緒か。良い名前だな！　少し凜祢に似た響きだ
902_02_01_011_01|殿町の？　あまり似ていないな
902_02_01_012_01|うむ。今日はいい匂いがしたので、団子屋に寄っていた。　ほら見ろ、作りたてでうまそうだ！
902_02_01_015_01|シドー、今もそうだが……なぜ凜緒にパパと呼ばれているのだ？
902_02_01_016_01|シドーは人に好かれやすいからな。　今は父代わりということか。　やはりシドーは優しいのだな
902_02_01_018_01|そうだな。凜緒の言う通り、士道はとても優しいな
902_02_01_020_01|うぐ！？
902_02_01_022_01|う、うむ……
902_02_01_024_01|いいぞ。ではこの団子を食べなくてはな。　よし、一本食べてみるか？
902_02_01_026_01|大丈夫だ。この磯辺焼きはもう一本あるからな。　遠慮はいらんぞ？
902_02_01_028_01|そうだろう！　磯辺焼きは私のおすすめの一本だ
902_02_01_030_01|うむ、このきなこをまぶしたものが私の一番のお気に入りだ
902_02_01_032_01|味見してみるか？
902_02_01_034_01|ふふん、そうだろう！　私も食いしん坊ではなく、優しいのだぞ！
902_02_01_036_01|うぅ……！？
902_02_01_037_01|何がおかしいのだ、シドー？
902_02_01_041_01|うむ。よかったな
902_02_01_043_01|うむ、またな凜緒！
902_02_01_047_01|私には聞こえなかったのだが……　凜緒はシドーになんと言ったのだ？
902_02_01_048_01|ふふっ、そうか。凜緒はとても可愛かったな
903_03_01_009_01|シドーの手作りお菓子、楽しみだぞ！
900_00_00_016_01|また……、デェトに連れていってくれるか……？
900_00_00_050_01|だから……シドー。お願いだ。狂三のことを、もう一度だけ　見てやってくれ。狂三に、もう、人を殺させないでくれ。　これ以上、心を擦り減らさせないでくれ……
900_00_00_090_01|ここから先は一歩たりとも通さんッ！
900_00_00_198_01|やめろ！　やめろ！　やめてくれ……ッ！　それだけは――　シドーだけは……！　私はどうなっても構わない！　なんだって　する！　なんでも言うことを聞く！
900_00_00_199_01|だから……だから、シドーを私から奪わないでくれ……っ！
900_00_00_207_01|――シ、ドー……？
